member_id,first_name,last_name,gender,date_of_birth,email,phone,address,membership_type,membership_price_eur,registration_date,status,referred_by_member_id
338,Lucas,Rimkus,M,1980-02-29,lucas.rimkus.338@outlook.com,+370 651 56068,"Energijos g. 29, Klaipeda",Standard,40,2019-10-05,Active,340
339,Erikas,Zukauskas,M,1984-08-24,erikas.zukauskas.339@yahoo.com,+370 618 68174,"Laisves al. 74, Jonava",Student,20,2023-02-15,Inactive,
340,Evelyn,Stonkus,F,1997-06-06,evelyn.stonkus.340@gmail.com,+370 683 50920,"Kauno g. 73, Jonava",Student,20,2024-07-24,Inactive,848
341,Viktorija,Kazlauskas,F,1969-09-19,viktorija.kazlauskas.341@yahoo.com,+370 695 84968,"Olimpieciu g. 40, Siauliai",VIP,90,2022-03-10,Inactive,
342,Arturas,Cesnavicius,M,1992-03-20,arturas.cesnavicius.342@hotmail.com,+370 658 28381,"Cempiony g. 37, Siauliai",Standard,40,2021-01-30,Active,1068
343,Rytis,Taylor,M,2000-02-12,rytis.taylor.343@hotmail.com,+370 633 23611,"Laisves al. 56, Jonava",Senior,22,2019-01-12,Inactive,
344,Mindaugas,Kavaliauskas,M,1969-09-17,mindaugas.kavaliauskas.344@yahoo.com,+370 618 27051,"Pylimo g. 36, Kaunas",Basic,25,2024-11-28,Active,
345,Ava,Balciunas,F,1969-06-24,ava.balciunas.345@outlook.com,+370 629 52263,"Kauno g. 44, Kaunas",Basic,25,2024-10-06,Active,878
346,Tautvydas,Smith,M,1998-01-18,tautvydas.smith.346@mail.com,+370 695 41467,"Sveikatos g. 37, Marijampole",Monthly,35,2019-04-04,Active,641
347,Logan,Vaitkevicius,M,1999-07-11,logan.vaitkevicius.347@yahoo.com,+370 676 10282,"Olimpieciu g. 33, Jonava",Premium,65,2020-06-11,Active,10
348,Indre,Garcia,F,1993-09-06,indre.garcia.348@mail.com,+370 688 24162,"Energijos g. 120, Jonava",Student,20,2024-02-21,Active,
349,Indre,Kavaliauskas,F,1972-08-21,indre.kavaliauskas.349@mail.com,+370 603 78748,"Olimpieciu g. 105, Utena",Monthly,35,2022-06-01,Active,
350,Vaida,Balciunas,F,1985-03-24,vaida.balciunas.350@hotmail.com,+370 646 19486,"Sporto g. 90, Panevezys",Premium,65,2021-10-07,Inactive,
351,Aiden,Davis,M,1981-04-29,aiden.davis.351@yahoo.com,+370 602 46567,"Cempiony g. 47, Siauliai",VIP,90,2023-11-04,Active,973
352,Gintaras,Rimkus,M,1974-01-26,gintaras.rimkus.352@yahoo.com,+370 696 84179,"Sveikatos g. 34, Mazeikiai",Corporate,55,2024-02-21,Active,
353,Arnas,Mackevicius,M,1977-04-07,arnas.mackevicius.353@yahoo.com,+370 688 95685,"Energijos g. 40, Jonava",Senior,22,2022-01-15,Suspended,
354,Tautvydas,Miller,M,1997-11-08,tautvydas.miller.354@yahoo.com,+370 649 41331,"Zalgirio g. 86, Marijampole",Premium,65,2023-04-08,Active,
355,Rytis,Jonauskas,M,1969-07-25,rytis.jonauskas.355@hotmail.com,+370 611 47556,"Gedimino pr. 40, Klaipeda",VIP,90,2018-08-27,Active,
356,Simona,Smith,F,1981-06-04,simona.smith.356@outlook.com,+370 609 82712,"Olimpieciu g. 67, Kaunas",Standard,40,2020-07-18,Active,
357,Renata,Rimkus,F,1984-07-24,renata.rimkus.357@gmail.com,+370 628 92045,"Zalgirio g. 74, Kaunas",Student,20,2019-11-10,Inactive,
358,Noah,Gruciunas,M,1987-01-21,noah.gruciunas.358@outlook.com,+370 631 88655,"Cempiony g. 51, Vilnius",Family,75,2021-10-26,Active,
359,Julius,Taylor,M,1993-10-24,julius.taylor.359@outlook.com,+370 627 79641,"Sporto g. 108, Siauliai",Corporate,55,2019-02-17,Active,
360,Erikas,Balciunas,M,1979-09-29,erikas.balciunas.360@hotmail.com,+370 626 63475,"Zalgirio g. 101, Alytus",VIP,90,2024-03-06,Active,
361,Neringa,Jonauskas,F,1977-02-13,neringa.jonauskas.361@outlook.com,+370 684 78836,"Sporto g. 21, Alytus",Premium,65,2019-07-17,Inactive,232
362,James,Urbonas,M,1991-10-09,james.urbonas.362@mail.com,+370 626 50884,"Savanoriu pr. 68, Kaunas",Day Pass,8,2021-03-26,Active,
363,Olivia,Smith,F,1992-06-17,olivia.smith.363@gmail.com,+370 637 57573,"Savanoriu pr. 66, Kaunas",Standard,40,2023-02-28,Active,
364,Gintare,Jonauskas,F,1977-06-16,gintare.jonauskas.364@mail.com,+370 642 42710,"Energijos g. 7, Jonava",Senior,22,2020-01-07,Active,363
365,Jolanta,Garcia,F,2004-12-28,jolanta.garcia.365@hotmail.com,+370 693 75442,"Pylimo g. 19, Utena",Standard,40,2020-03-04,Suspended,
366,Elijah,Stonkus,M,1977-04-25,elijah.stonkus.366@outlook.com,+370 606 28809,"Zalgirio g. 33, Vilnius",Day Pass,8,2020-08-26,Inactive,
367,Jolanta,Miller,F,1987-10-16,jolanta.miller.367@yahoo.com,+370 673 29474,"Zalgirio g. 7, Alytus",Standard,40,2021-11-14,Active,
368,Mantas,Mackevicius,M,1969-04-06,mantas.mackevicius.368@outlook.com,+370 659 70202,"Sporto g. 41, Alytus",Premium,65,2021-01-23,Inactive,
369,Vaida,Balciunas,F,1994-08-23,vaida.balciunas.369@gmail.com,+370 648 84207,"Vilniaus g. 48, Vilnius",Family,75,2024-04-08,Inactive,196
370,Luna,Brown,F,1998-12-28,luna.brown.370@outlook.com,+370 609 42274,"Laisves al. 110, Klaipeda",Premium,65,2018-08-14,Active,
371,Jolanta,Mackevicius,F,1982-02-13,jolanta.mackevicius.371@outlook.com,+370 608 96887,"Sporto g. 33, Siauliai",Student,20,2021-02-15,Active,
372,Noah,Wilson,M,1999-09-05,noah.wilson.372@outlook.com,+370 685 23667,"Energijos g. 10, Panevezys",Student,20,2020-08-13,Active,
373,Elijah,Zukauskas,M,1995-10-16,elijah.zukauskas.373@outlook.com,+370 637 40395,"Zalgirio g. 25, Jonava",Senior,22,2023-08-23,Active,
374,Emma,Tamosiunas,F,1970-09-07,emma.tamosiunas.374@yahoo.com,+370 625 30005,"Zalgirio g. 113, Klaipeda",Monthly,35,2022-11-11,Active,
375,Arnas,Jones,M,1980-02-19,arnas.jones.375@gmail.com,+370 685 67099,"Vilniaus g. 119, Vilnius",Student,20,2020-07-18,Active,
376,Isabella,Mackevicius,F,2000-10-03,isabella.mackevicius.376@outlook.com,+370 681 79591,"Gedimino pr. 42, Marijampole",Basic,25,2022-09-09,Active,
377,Evelyn,Daugirdas,F,1991-08-24,evelyn.daugirdas.377@outlook.com,+370 657 89282,"Zalgirio g. 1, Jonava",Premium,65,2018-02-22,Active,
378,Indre,Davis,F,2003-07-20,indre.davis.378@yahoo.com,+370 684 89356,"Pylimo g. 83, Siauliai",Day Pass,8,2022-02-05,Active,
379,Valdas,Rimkus,M,1996-08-18,valdas.rimkus.379@gmail.com,+370 685 57845,"Sporto g. 91, Mazeikiai",Monthly,35,2020-05-26,Active,307
380,Emma,Vaitkevicius,F,1971-11-22,emma.vaitkevicius.380@yahoo.com,+370 626 53578,"Zalgirio g. 61, Marijampole",Student,20,2020-02-01,Inactive,160
381,Arturas,Wilson,M,1990-07-10,arturas.wilson.381@yahoo.com,+370 613 52440,"Sveikatos g. 19, Alytus",Student,20,2019-08-14,Inactive,994
382,Vaida,Jankauskas,F,1967-07-05,vaida.jankauskas.382@yahoo.com,+370 628 91841,"Gedimino pr. 53, Siauliai",Standard,40,2021-10-28,Active,
383,Aiden,Petrauskas,M,1971-08-19,aiden.petrauskas.383@outlook.com,+370 657 87718,"Vilniaus g. 34, Jonava",Student,20,2024-09-05,Active,
384,Mia,Brown,F,1978-04-21,mia.brown.384@mail.com,+370 637 47295,"Cempiony g. 31, Panevezys",Corporate,55,2020-09-05,Suspended,
385,Aldona,Kavaliauskas,F,1979-10-29,aldona.kavaliauskas.385@outlook.com,+370 612 13662,"Pylimo g. 24, Klaipeda",VIP,90,2021-06-02,Inactive,569
386,Arturas,Paulauskas,M,1990-09-26,arturas.paulauskas.386@yahoo.com,+370 650 13147,"Savanoriu pr. 35, Vilnius",Senior,22,2023-05-12,Active,
387,Emma,Wilson,F,1979-06-14,emma.wilson.387@mail.com,+370 611 67332,"Gedimino pr. 106, Utena",Senior,22,2018-08-02,Active,
388,Arnas,Johnson,M,1979-09-28,arnas.johnson.388@yahoo.com,+370 637 65203,"Kauno g. 55, Siauliai",Basic,25,2019-08-22,Active,
389,Rytis,Kazlauskas,M,1966-06-07,rytis.kazlauskas.389@mail.com,+370 646 21807,"Vilniaus g. 55, Utena",Basic,25,2024-10-14,Active,
390,Kristina,Jones,F,2002-12-16,kristina.jones.390@gmail.com,+370 643 21650,"Olimpieciu g. 50, Panevezys",Premium,65,2020-02-16,Inactive,978
391,Liam,Johnson,M,1990-12-11,liam.johnson.391@outlook.com,+370 649 93086,"Laisves al. 21, Marijampole",Standard,40,2018-09-17,Active,691
392,Jurgita,Gruciunas,F,1998-12-22,jurgita.gruciunas.392@outlook.com,+370 667 69213,"Laisves al. 68, Jonava",Family,75,2020-01-23,Inactive,
393,Gintaras,Wilson,M,1998-12-02,gintaras.wilson.393@yahoo.com,+370 667 60815,"Olimpieciu g. 5, Jonava",Corporate,55,2024-01-15,Active,
394,Lina,Stankevicius,F,1980-06-18,lina.stankevicius.394@outlook.com,+370 678 87802,"Kauno g. 109, Panevezys",VIP,90,2022-12-12,Active,997
395,Valdas,Mackevicius,M,1975-02-08,valdas.mackevicius.395@gmail.com,+370 637 24447,"Gedimino pr. 59, Jonava",VIP,90,2020-11-22,Inactive,
396,Simona,Stonkus,F,1994-04-27,simona.stonkus.396@gmail.com,+370 635 97436,"Savanoriu pr. 117, Jonava",Basic,25,2019-06-03,Active,
397,Arturas,Kazlauskas,M,2001-12-09,arturas.kazlauskas.397@yahoo.com,+370 650 86307,"Cempiony g. 73, Utena",Family,75,2024-06-06,Active,
398,Egle,Vasiliauskas,F,1994-08-22,egle.vasiliauskas.398@mail.com,+370 668 32690,"Olimpieciu g. 88, Alytus",Basic,25,2019-04-18,Active,714
399,Noah,Stankevicius,M,1999-07-08,noah.stankevicius.399@gmail.com,+370 642 53836,"Olimpieciu g. 106, Jonava",Day Pass,8,2024-11-23,Inactive,
400,Egle,Davis,F,1999-02-11,egle.davis.400@gmail.com,+370 620 18519,"Kauno g. 37, Utena",Basic,25,2023-04-24,Active,
401,Ava,Daugirdas,F,1994-12-13,ava.daugirdas.401@yahoo.com,+370 614 20537,"Energijos g. 71, Utena",Senior,22,2024-07-17,Active,
402,Aria,Paulauskas,F,1981-08-20,aria.paulauskas.402@hotmail.com,+370 617 86606,"Sporto g. 86, Klaipeda",Student,20,2024-04-27,Inactive,
403,Rokas,Davis,M,1967-03-27,rokas.davis.403@yahoo.com,+370 653 47661,"Savanoriu pr. 6, Vilnius",Family,75,2018-03-05,Active,
404,Mindaugas,Vasiliauskas,M,2002-10-14,mindaugas.vasiliauskas.404@gmail.com,+370 650 46042,"Sveikatos g. 37, Alytus",Corporate,55,2018-09-30,Inactive,498
405,Sophia,Butkus,F,2004-05-27,sophia.butkus.405@gmail.com,+370 646 55823,"Kauno g. 12, Vilnius",VIP,90,2021-08-25,Suspended,
406,Indre,Garcia,F,1999-04-08,indre.garcia.406@yahoo.com,+370 659 25850,"Gedimino pr. 63, Mazeikiai",Senior,22,2021-01-29,Active,
407,Vaida,Kazlauskas,F,1997-01-31,vaida.kazlauskas.407@outlook.com,+370 627 28403,"Pylimo g. 119, Kaunas",VIP,90,2021-05-29,Active,
408,Harper,Stankevicius,F,1975-03-22,harper.stankevicius.408@mail.com,+370 639 85192,"Kauno g. 17, Panevezys",Senior,22,2019-10-21,Inactive,1017
409,Sophia,Paulauskas,F,1983-03-08,sophia.paulauskas.409@outlook.com,+370 633 81947,"Olimpieciu g. 45, Siauliai",Basic,25,2024-09-21,Inactive,
410,Elijah,Balciunas,M,1995-05-14,elijah.balciunas.410@outlook.com,+370 679 90144,"Cempiony g. 64, Marijampole",VIP,90,2022-06-13,Active,
411,Emma,Cesnavicius,F,1965-05-04,emma.cesnavicius.411@outlook.com,+370 683 92341,"Zalgirio g. 89, Klaipeda",Corporate,55,2021-09-22,Active,
412,Ava,Jones,F,1973-07-07,ava.jones.412@gmail.com,+370 603 46209,"Savanoriu pr. 68, Utena",VIP,90,2020-07-08,Active,
413,Liam,Daugirdas,M,1977-04-07,liam.daugirdas.413@yahoo.com,+370 601 67133,"Kauno g. 20, Panevezys",VIP,90,2021-07-26,Suspended,
414,Lina,Zukauskas,F,2003-02-24,lina.zukauskas.414@outlook.com,+370 617 60491,"Savanoriu pr. 111, Mazeikiai",Basic,25,2022-08-31,Active,61
415,Aiden,Kazlauskas,M,1989-09-07,aiden.kazlauskas.415@hotmail.com,+370 629 31116,"Vilniaus g. 64, Mazeikiai",Monthly,35,2022-05-25,Active,
416,Ethan,Kazlauskas,M,1979-05-12,ethan.kazlauskas.416@hotmail.com,+370 643 66563,"Cempiony g. 63, Siauliai",Basic,25,2019-01-11,Inactive,
417,Oliver,Jones,M,1981-02-12,oliver.jones.417@yahoo.com,+370 637 37368,"Pylimo g. 120, Marijampole",VIP,90,2023-03-22,Suspended,591
418,Jolanta,Stankevicius,F,1965-12-27,jolanta.stankevicius.418@yahoo.com,+370 617 12694,"Gedimino pr. 20, Mazeikiai",Basic,25,2024-09-26,Active,
419,Edvinas,Cesnavicius,M,1982-11-18,edvinas.cesnavicius.419@hotmail.com,+370 694 91039,"Sporto g. 59, Mazeikiai",Senior,22,2022-06-11,Active,
420,Harper,Butkus,F,1994-03-23,harper.butkus.420@gmail.com,+370 640 37325,"Cempiony g. 87, Mazeikiai",Family,75,2018-06-23,Active,656
421,Rytis,Gruciunas,M,1992-11-04,rytis.gruciunas.421@yahoo.com,+370 607 46065,"Laisves al. 117, Jonava",Premium,65,2019-03-15,Active,
422,Ieva,Stankevicius,F,1978-05-25,ieva.stankevicius.422@outlook.com,+370 644 87533,"Energijos g. 49, Mazeikiai",Premium,65,2019-09-20,Active,
423,Sophia,Jankauskas,F,2000-05-09,sophia.jankauskas.423@hotmail.com,+370 692 78202,"Gedimino pr. 61, Panevezys",Standard,40,2021-05-02,Inactive,514
424,Neringa,Urbonas,F,1976-03-28,neringa.urbonas.424@hotmail.com,+370 628 90886,"Olimpieciu g. 89, Vilnius",Corporate,55,2023-07-31,Active,
425,Ruta,Kazlauskas,F,1977-02-21,ruta.kazlauskas.425@gmail.com,+370 629 51191,"Olimpieciu g. 67, Siauliai",Premium,65,2023-12-16,Active,
426,Ieva,Stonkus,F,1981-03-27,ieva.stonkus.426@mail.com,+370 623 72019,"Kauno g. 86, Panevezys",Family,75,2024-09-28,Active,
427,Vaida,Petrauskas,F,1988-04-23,vaida.petrauskas.427@hotmail.com,+370 629 33079,"Olimpieciu g. 56, Vilnius",Student,20,2024-05-17,Active,
428,Simona,Paulauskas,F,1989-07-27,simona.paulauskas.428@yahoo.com,+370 672 71449,"Olimpieciu g. 9, Utena",Day Pass,8,2022-10-31,Active,
429,Luna,Williams,F,1968-12-29,luna.williams.429@mail.com,+370 635 61046,"Sveikatos g. 45, Panevezys",Premium,65,2022-02-13,Inactive,1177
430,Arturas,Williams,M,1986-07-09,arturas.williams.430@mail.com,+370 645 46542,"Zalgirio g. 43, Kaunas",Student,20,2020-10-26,Active,900
431,Valdas,Johnson,M,1988-04-14,valdas.johnson.431@gmail.com,+370 640 35294,"Gedimino pr. 88, Siauliai",VIP,90,2023-05-01,Inactive,
432,Arturas,Daugirdas,M,1972-08-28,arturas.daugirdas.432@yahoo.com,+370 630 71892,"Cempiony g. 104, Utena",Day Pass,8,2020-01-13,Inactive,
433,Rytis,Brown,M,1992-08-08,rytis.brown.433@gmail.com,+370 665 68618,"Kauno g. 92, Kaunas",Standard,40,2023-01-23,Active,583
434,Egle,Daugirdas,F,1994-09-05,egle.daugirdas.434@mail.com,+370 667 42530,"Savanoriu pr. 99, Panevezys",VIP,90,2018-03-06,Inactive,
435,Ignas,Wilson,M,1965-11-04,ignas.wilson.435@mail.com,+370 675 52612,"Cempiony g. 112, Panevezys",Standard,40,2020-06-28,Inactive,
436,Mantas,Stonkus,M,1970-09-27,mantas.stonkus.436@outlook.com,+370 614 28993,"Pylimo g. 83, Jonava",Senior,22,2023-08-17,Active,519
437,Simona,Davis,F,1990-02-14,simona.davis.437@outlook.com,+370 640 74166,"Energijos g. 62, Jonava",Standard,40,2018-01-10,Active,
438,Erikas,Williams,M,1967-05-19,erikas.williams.438@mail.com,+370 604 18354,"Olimpieciu g. 63, Siauliai",VIP,90,2021-10-23,Active,436
439,Virgilijus,Vasiliauskas,M,1980-03-10,virgilijus.vasiliauskas.439@outlook.com,+370 643 77723,"Sveikatos g. 15, Siauliai",Corporate,55,2021-06-03,Active,1187
440,Ignas,Jankauskas,M,1994-03-15,ignas.jankauskas.440@mail.com,+370 649 86551,"Cempiony g. 51, Alytus",VIP,90,2022-12-19,Active,
441,Daiva,Kavaliauskas,F,1992-04-22,daiva.kavaliauskas.441@mail.com,+370 622 65177,"Zalgirio g. 35, Jonava",Monthly,35,2022-06-25,Suspended,
442,Egle,Johnson,F,1978-08-12,egle.johnson.442@gmail.com,+370 672 66591,"Savanoriu pr. 84, Utena",Monthly,35,2020-05-27,Inactive,
443,Darius,Jankauskas,M,1989-03-26,darius.jankauskas.443@hotmail.com,+370 636 99487,"Energijos g. 103, Alytus",Family,75,2019-04-01,Active,
444,Valdas,Balciunas,M,1993-08-13,valdas.balciunas.444@mail.com,+370 617 16382,"Sporto g. 41, Siauliai",Premium,65,2022-01-04,Inactive,
445,Neringa,Paulauskas,F,2004-09-27,neringa.paulauskas.445@hotmail.com,+370 661 59183,"Savanoriu pr. 47, Siauliai",Standard,40,2022-10-27,Active,
446,Lukas,Garcia,M,1996-04-12,lukas.garcia.446@mail.com,+370 610 60398,"Sveikatos g. 36, Jonava",Day Pass,8,2024-01-07,Inactive,
447,Viktorija,Jonauskas,F,1983-09-16,viktorija.jonauskas.447@gmail.com,+370 630 48361,"Cempiony g. 17, Utena",Monthly,35,2018-03-09,Active,995
448,Elijah,Johnson,M,2002-06-11,elijah.johnson.448@hotmail.com,+370 666 80104,"Energijos g. 118, Marijampole",Day Pass,8,2024-05-14,Active,
449,Ieva,Smith,F,1983-08-31,ieva.smith.449@yahoo.com,+370 678 23157,"Pylimo g. 115, Klaipeda",Corporate,55,2018-07-22,Active,
450,Monika,Kavaliauskas,F,1984-09-15,monika.kavaliauskas.450@hotmail.com,+370 696 22113,"Vilniaus g. 115, Kaunas",Family,75,2020-04-18,Active,
451,Daiva,Jonauskas,F,1974-08-25,daiva.jonauskas.451@hotmail.com,+370 676 58625,"Pylimo g. 42, Klaipeda",Corporate,55,2019-08-18,Active,
452,Harper,Petrauskas,F,2003-05-21,harper.petrauskas.452@hotmail.com,+370 642 99625,"Kauno g. 21, Utena",Student,20,2021-07-19,Active,
453,Oliver,Stonkus,M,2004-08-19,oliver.stonkus.453@outlook.com,+370 601 34723,"Pylimo g. 62, Siauliai",Monthly,35,2021-08-22,Active,
454,Edvinas,Cesnavicius,M,1995-05-08,edvinas.cesnavicius.454@outlook.com,+370 611 68708,"Zalgirio g. 21, Vilnius",Senior,22,2020-11-20,Active,
455,Neringa,Cesnavicius,F,1972-11-25,neringa.cesnavicius.455@gmail.com,+370 649 37204,"Olimpieciu g. 110, Utena",Premium,65,2021-12-22,Active,1085
456,Lucas,Balciunas,M,1968-02-05,lucas.balciunas.456@hotmail.com,+370 600 69336,"Sveikatos g. 18, Jonava",Premium,65,2022-04-08,Active,
457,Aldona,Urbonas,F,1989-12-31,aldona.urbonas.457@yahoo.com,+370 612 48781,"Gedimino pr. 98, Utena",Corporate,55,2020-10-20,Inactive,732
458,Kristina,Jonauskas,F,1989-02-11,kristina.jonauskas.458@outlook.com,+370 600 37299,"Cempiony g. 16, Panevezys",Student,20,2021-01-07,Active,1058
459,Ignas,Tamosiunas,M,1976-07-27,ignas.tamosiunas.459@hotmail.com,+370 661 58135,"Zalgirio g. 72, Siauliai",Senior,22,2018-10-11,Active,
460,Julius,Johnson,M,1965-10-04,julius.johnson.460@mail.com,+370 691 18904,"Sveikatos g. 40, Utena",Day Pass,8,2021-06-28,Active,640
461,Edvinas,Vasiliauskas,M,1998-08-18,edvinas.vasiliauskas.461@mail.com,+370 670 53118,"Sporto g. 103, Vilnius",Corporate,55,2022-06-05,Active,1085
462,Indre,Davis,F,1978-11-25,indre.davis.462@hotmail.com,+370 685 41627,"Zalgirio g. 88, Alytus",Standard,40,2023-08-23,Active,
463,Aiden,Stonkus,M,1999-02-16,aiden.stonkus.463@hotmail.com,+370 689 90627,"Vilniaus g. 74, Jonava",Family,75,2018-11-03,Active,
464,Povilas,Miller,M,1972-01-05,povilas.miller.464@yahoo.com,+370 611 17693,"Olimpieciu g. 84, Utena",Family,75,2024-01-17,Active,
465,Mantas,Rimkus,M,2005-11-20,mantas.rimkus.465@gmail.com,+370 676 58277,"Olimpieciu g. 91, Siauliai",VIP,90,2018-04-05,Inactive,
466,Gintare,Gruciunas,F,1998-08-14,gintare.gruciunas.466@outlook.com,+370 655 28368,"Savanoriu pr. 39, Klaipeda",Corporate,55,2020-07-08,Active,953
467,Daiva,Daugirdas,F,2005-12-30,daiva.daugirdas.467@gmail.com,+370 607 68285,"Cempiony g. 97, Utena",Standard,40,2023-08-30,Active,607
468,Ramute,Jonauskas,F,1986-10-12,ramute.jonauskas.468@mail.com,+370 685 40475,"Cempiony g. 93, Vilnius",VIP,90,2023-08-12,Inactive,
469,Monika,Williams,F,1978-04-30,monika.williams.469@yahoo.com,+370 625 32704,"Zalgirio g. 38, Utena",Day Pass,8,2023-07-10,Inactive,
470,Viktorija,Jonauskas,F,1986-05-07,viktorija.jonauskas.470@outlook.com,+370 668 65914,"Energijos g. 82, Vilnius",Family,75,2018-10-29,Active,977
471,James,Smith,M,1985-09-10,james.smith.471@hotmail.com,+370 650 68622,"Laisves al. 77, Panevezys",Standard,40,2021-01-08,Active,
472,Edvinas,Stonkus,M,1967-04-22,edvinas.stonkus.472@mail.com,+370 682 58503,"Laisves al. 59, Utena",Standard,40,2020-04-29,Active,
473,Neringa,Rimkus,F,1988-11-19,neringa.rimkus.473@outlook.com,+370 686 19303,"Energijos g. 94, Alytus",Senior,22,2021-06-18,Suspended,
474,Aldona,Tamosiunas,F,1971-04-13,aldona.tamosiunas.474@outlook.com,+370 675 44045,"Olimpieciu g. 105, Klaipeda",Standard,40,2023-12-25,Active,
475,Daiva,Jonauskas,F,1970-09-02,daiva.jonauskas.475@yahoo.com,+370 690 80445,"Energijos g. 32, Vilnius",Corporate,55,2019-03-13,Inactive,606
476,Edvinas,Mackevicius,M,1996-12-15,edvinas.mackevicius.476@hotmail.com,+370 639 83719,"Sporto g. 86, Kaunas",Student,20,2018-01-13,Active,
477,Jolanta,Jankauskas,F,1977-01-04,jolanta.jankauskas.477@outlook.com,+370 661 66688,"Sveikatos g. 103, Klaipeda",Monthly,35,2024-04-03,Active,
478,Aiden,Miller,M,1966-08-23,aiden.miller.478@outlook.com,+370 614 32109,"Energijos g. 70, Jonava",VIP,90,2018-02-24,Active,
479,Elijah,Mackevicius,M,1995-09-30,elijah.mackevicius.479@yahoo.com,+370 621 60771,"Cempiony g. 52, Marijampole",Day Pass,8,2022-07-14,Inactive,
480,Jolanta,Vaitkevicius,F,1986-11-02,jolanta.vaitkevicius.480@hotmail.com,+370 666 61396,"Energijos g. 13, Marijampole",Senior,22,2019-09-06,Active,
481,Jurgita,Gruciunas,F,1986-02-22,jurgita.gruciunas.481@mail.com,+370 642 79377,"Sveikatos g. 27, Utena",Corporate,55,2018-02-19,Active,
482,Luna,Jones,F,1993-12-07,luna.jones.482@gmail.com,+370 648 81077,"Cempiony g. 36, Klaipeda",Basic,25,2021-11-30,Inactive,
483,Mia,Mackevicius,F,1973-04-20,mia.mackevicius.483@outlook.com,+370 641 36164,"Cempiony g. 87, Klaipeda",Senior,22,2018-10-16,Active,
484,Sophia,Stankevicius,F,1994-07-19,sophia.stankevicius.484@outlook.com,+370 635 97564,"Sveikatos g. 2, Kaunas",Standard,40,2018-12-24,Active,
485,Mantas,Smith,M,1991-12-21,mantas.smith.485@mail.com,+370 647 95184,"Sporto g. 45, Alytus",Premium,65,2023-10-25,Active,
486,Tautvydas,Stankevicius,M,1984-02-18,tautvydas.stankevicius.486@gmail.com,+370 661 98961,"Zalgirio g. 28, Jonava",Standard,40,2020-03-02,Suspended,
487,Donatas,Rimkus,M,1983-07-06,donatas.rimkus.487@mail.com,+370 669 86360,"Laisves al. 28, Klaipeda",Family,75,2022-09-14,Active,
488,Mantas,Vasiliauskas,M,1966-12-28,mantas.vasiliauskas.488@outlook.com,+370 694 40084,"Savanoriu pr. 108, Marijampole",Senior,22,2019-02-16,Inactive,
489,Donatas,Paulauskas,M,1992-05-04,donatas.paulauskas.489@yahoo.com,+370 663 53763,"Sporto g. 66, Panevezys",Corporate,55,2023-04-20,Active,624
490,Povilas,Jankauskas,M,2002-05-07,povilas.jankauskas.490@yahoo.com,+370 631 99589,"Sporto g. 10, Alytus",Family,75,2022-01-22,Suspended,
491,Tomas,Wilson,M,1988-08-04,tomas.wilson.491@outlook.com,+370 686 18494,"Kauno g. 39, Klaipeda",Family,75,2018-12-26,Active,
492,Aiden,Balciunas,M,1996-07-31,aiden.balciunas.492@gmail.com,+370 614 95476,"Laisves al. 60, Alytus",Premium,65,2022-10-22,Suspended,
493,Povilas,Williams,M,2001-08-14,povilas.williams.493@yahoo.com,+370 608 39651,"Pylimo g. 1, Klaipeda",Standard,40,2018-07-19,Active,
494,Logan,Petrauskas,M,1989-06-14,logan.petrauskas.494@mail.com,+370 620 37729,"Cempiony g. 109, Panevezys",Monthly,35,2021-10-11,Active,456
495,Ruta,Gruciunas,F,1975-03-30,ruta.gruciunas.495@gmail.com,+370 600 25509,"Energijos g. 112, Jonava",Monthly,35,2024-12-31,Active,840
496,Mantas,Gruciunas,M,1975-09-17,mantas.gruciunas.496@mail.com,+370 643 61054,"Pylimo g. 105, Klaipeda",Senior,22,2020-09-10,Suspended,650
497,Indre,Daugirdas,F,1971-06-25,indre.daugirdas.497@mail.com,+370 619 98477,"Cempiony g. 34, Kaunas",Premium,65,2020-06-15,Suspended,
498,Logan,Petrauskas,M,1967-01-11,logan.petrauskas.498@yahoo.com,+370 645 65270,"Gedimino pr. 57, Utena",Student,20,2020-05-19,Active,
499,Ava,Tamosiunas,F,1975-07-06,ava.tamosiunas.499@gmail.com,+370 675 75894,"Laisves al. 76, Klaipeda",Day Pass,8,2023-08-07,Active,
500,Ignas,Gruciunas,M,1973-10-17,ignas.gruciunas.500@hotmail.com,+370 683 87136,"Energijos g. 76, Jonava",Family,75,2019-05-05,Active,
501,Povilas,Zukauskas,M,1974-05-18,povilas.zukauskas.501@outlook.com,+370 693 39989,"Vilniaus g. 16, Vilnius",Corporate,55,2021-05-17,Active,
502,Aiden,Kazlauskas,M,1970-03-01,aiden.kazlauskas.502@gmail.com,+370 681 84196,"Zalgirio g. 50, Siauliai",Day Pass,8,2024-04-17,Active,
503,Isabella,Mackevicius,F,1965-04-28,isabella.mackevicius.503@hotmail.com,+370 604 20411,"Savanoriu pr. 70, Vilnius",Standard,40,2021-10-25,Active,950
504,Aria,Rimkus,F,2000-06-20,aria.rimkus.504@gmail.com,+370 685 13279,"Energijos g. 16, Vilnius",Family,75,2021-07-11,Active,
505,Oliver,Jones,M,1990-10-23,oliver.jones.505@hotmail.com,+370 635 25898,"Sporto g. 48, Siauliai",Family,75,2020-02-09,Suspended,859
